Date,borough_NM,borough_CD,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
08/12/2020,Greenwich,E09000011,-23,-5,-4,-38,-46,16
09/12/2020,Greenwich,E09000011,-28,-2,-14,-41,-45,15
10/12/2020,Greenwich,E09000011,-26,1,-9,-41,-48,16
11/12/2020,Greenwich,E09000011,-33,0,-3,-34,-45,15
12/12/2020,Greenwich,E09000011,-36,-4,-16,-30,-17,8
13/12/2020,Greenwich,E09000011,-43,-13,-29,-38,-21,7
14/12/2020,Greenwich,E09000011,-22,-3,-5,-39,-49,16
15/12/2020,Greenwich,E09000011,-16,-4,6,-39,-50,16
16/12/2020,Greenwich,E09000011,-33,0,-11,-41,-50,18
17/12/2020,Greenwich,E09000011,-32,5,19,-46,-54,19
18/12/2020,Greenwich,E09000011,-43,-1,-13,-44,-54,20
19/12/2020,Greenwich,E09000011,-46,-2,-27,-41,-25,10
20/12/2020,Greenwich,E09000011,-65,-12,-7,-50,-31,10
21/12/2020,Greenwich,E09000011,-48,10,-7,-54,-64,22
22/12/2020,Greenwich,E09000011,-46,13,4,-56,-66,23
23/12/2020,Greenwich,E09000011,-47,25,-10,-57,-65,23
24/12/2020,Greenwich,E09000011,-49,23,23,-61,-74,26
25/12/2020,Greenwich,E09000011,-93,-84,4,-91,-88,36
26/12/2020,Greenwich,E09000011,-85,-55,-33,-71,-57,19
27/12/2020,Greenwich,E09000011,-71,-26,-5,-60,-38,12
28/12/2020,Greenwich,E09000011,-57,-22,37,-69,-80,30
29/12/2020,Greenwich,E09000011,-53,-10,20,-63,-73,27
30/12/2020,Greenwich,E09000011,-53,1,35,-63,-71,27
31/12/2020,Greenwich,E09000011,-55,9,19,-65,-73,28
01/01/2021,Greenwich,E09000011,-83,-55,5,-76,-84,35
02/01/2021,Greenwich,E09000011,-71,-24,-16,-62,-43,17
03/01/2021,Greenwich,E09000011,-71,-29,-18,-60,-36,13
04/01/2021,Greenwich,E09000011,-59,-18,-27,-60,-62,25
05/01/2021,Greenwich,E09000011,-61,-22,-31,-61,-64,26
06/01/2021,Greenwich,E09000011,-63,-18,-5,-60,-62,26
07/01/2021,Greenwich,E09000011,-63,-18,0,-63,-64,27
08/01/2021,Greenwich,E09000011,-68,-21,-15,-60,-61,27
15/02/2020,Kensington and Chelsea,E09000020,-6,-9,-27,-1,-5,2
16/02/2020,Kensington and Chelsea,E09000020,2,-2,-33,1,-6,NA
17/02/2020,Kensington and Chelsea,E09000020,23,10,15,16,-12,2
18/02/2020,Kensington and Chelsea,E09000020,21,-2,4,10,-12,2
19/02/2020,Kensington and Chelsea,E09000020,16,-2,-6,8,-11,2
20/02/2020,Kensington and Chelsea,E09000020,19,-3,-12,14,-10,3
21/02/2020,Kensington and Chelsea,E09000020,12,1,9,15,-11,2
22/02/2020,Kensington and Chelsea,E09000020,0,-1,-3,14,-2,0
23/02/2020,Kensington and Chelsea,E09000020,-1,-1,-5,1,1,-1
24/02/2020,Kensington and Chelsea,E09000020,2,4,-11,7,-1,1
25/02/2020,Kensington and Chelsea,E09000020,4,6,10,9,0,0
26/02/2020,Kensington and Chelsea,E09000020,3,5,9,-2,0,1
27/02/2020,Kensington and Chelsea,E09000020,1,3,-2,2,0,2
28/02/2020,Kensington and Chelsea,E09000020,5,2,-11,6,0,2
29/02/2020,Kensington and Chelsea,E09000020,-3,-4,-18,-3,6,1
01/03/2020,Kensington and Chelsea,E09000020,1,10,22,1,6,0
02/03/2020,Kensington and Chelsea,E09000020,-3,7,12,-5,1,1
03/03/2020,Kensington and Chelsea,E09000020,0,8,6,-2,1,1
04/03/2020,Kensington and Chelsea,E09000020,-4,2,-9,-6,2,2
05/03/2020,Kensington and Chelsea,E09000020,-10,-1,-20,-4,0,3
06/03/2020,Kensington and Chelsea,E09000020,-5,13,12,-5,0,1
07/03/2020,Kensington and Chelsea,E09000020,-9,7,7,-11,2,1
08/03/2020,Kensington and Chelsea,E09000020,-2,11,6,-5,1,1
09/03/2020,Kensington and Chelsea,E09000020,-6,8,2,-6,0,2
10/03/2020,Kensington and Chelsea,E09000020,-9,11,3,-10,-2,3
11/03/2020,Kensington and Chelsea,E09000020,-9,12,17,-12,-4,4
12/03/2020,Kensington and Chelsea,E09000020,-14,21,3,-17,-9,5
13/03/2020,Kensington and Chelsea,E09000020,-21,18,2,-20,-14,7
14/03/2020,Kensington and Chelsea,E09000020,-33,9,-11,-34,-6,6
15/03/2020,Kensington and Chelsea,E09000020,-37,8,-19,-38,-11,NA
16/03/2020,Kensington and Chelsea,E09000020,-29,22,19,-33,-28,10
17/03/2020,Kensington and Chelsea,E09000020,-40,15,-7,-43,-39,15
18/03/2020,Kensington and Chelsea,E09000020,-50,18,-4,-48,-48,19
19/03/2020,Kensington and Chelsea,E09000020,-55,21,-20,-53,-51,20
20/03/2020,Kensington and Chelsea,E09000020,-65,-2,-17,-57,-55,23
21/03/2020,Kensington and Chelsea,E09000020,-79,-21,-21,-70,-44,NA
22/03/2020,Kensington and Chelsea,E09000020,-82,-27,-10,-75,-49,NA
23/03/2020,Kensington and Chelsea,E09000020,-73,-21,-6,-66,-68,27
24/03/2020,Kensington and Chelsea,E09000020,-84,-32,-27,-77,-77,31
25/03/2020,Kensington and Chelsea,E09000020,-85,-35,-27,-80,-80,33
26/03/2020,Kensington and Chelsea,E09000020,-86,-37,-27,-82,-79,34
27/03/2020,Kensington and Chelsea,E09000020,-88,-40,-31,-83,-78,35
28/03/2020,Kensington and Chelsea,E09000020,-91,-50,-54,-87,-64,NA
29/03/2020,Kensington and Chelsea,E09000020,-93,-53,-57,-88,-65,NA
30/03/2020,Kensington and Chelsea,E09000020,-87,-41,-46,-83,-81,33
31/03/2020,Kensington and Chelsea,E09000020,-86,-41,-42,-85,-81,34
01/04/2020,Kensington and Chelsea,E09000020,-87,-43,-42,-85,-81,34
02/04/2020,Kensington and Chelsea,E09000020,-87,-41,-39,-85,-82,NA
03/04/2020,Kensington and Chelsea,E09000020,-89,-42,-35,-83,-81,NA
04/04/2020,Kensington and Chelsea,E09000020,-91,-47,-36,-86,-64,NA
05/04/2020,Kensington and Chelsea,E09000020,-91,-44,-26,-86,-64,NA
06/04/2020,Kensington and Chelsea,E09000020,-87,-41,-34,-83,-81,33
07/04/2020,Kensington and Chelsea,E09000020,-87,-39,-26,-84,-82,33
08/04/2020,Kensington and Chelsea,E09000020,-87,-38,-34,-84,-81,33
09/04/2020,Kensington and Chelsea,E09000020,-87,-32,-25,-83,-81,33
10/04/2020,Kensington and Chelsea,E09000020,-90,-43,-31,-88,-86,NA
11/04/2020,Kensington and Chelsea,E09000020,-92,-44,-35,-86,-62,NA
12/04/2020,Kensington and Chelsea,E09000020,-94,-60,-30,-87,-66,NA
13/04/2020,Kensington and Chelsea,E09000020,-91,-47,-37,-89,-88,NA
14/04/2020,Kensington and Chelsea,E09000020,-87,-38,-29,-83,-80,33
15/04/2020,Kensington and Chelsea,E09000020,-87,-38,-22,-83,-80,33
16/04/2020,Kensington and Chelsea,E09000020,-87,-37,-28,-83,-80,34
17/04/2020,Kensington and Chelsea,E09000020,-89,-42,-43,-83,-80,NA
18/04/2020,Kensington and Chelsea,E09000020,-91,-45,-48,-86,-64,NA
19/04/2020,Kensington and Chelsea,E09000020,-91,-40,-8,-84,-59,NA
20/04/2020,Kensington and Chelsea,E09000020,-86,-37,-14,-82,-80,32
21/04/2020,Kensington and Chelsea,E09000020,-86,-38,-16,-82,-80,32
22/04/2020,Kensington and Chelsea,E09000020,-86,-35,-11,-82,-79,33
23/04/2020,Kensington and Chelsea,E09000020,-86,-34,-9,-82,-79,33
24/04/2020,Kensington and Chelsea,E09000020,-88,-35,-16,-82,-78,34
25/04/2020,Kensington and Chelsea,E09000020,-90,-41,-21,-84,-60,NA
26/04/2020,Kensington and Chelsea,E09000020,-90,-36,3,-84,-62,NA
27/04/2020,Kensington and Chelsea,E09000020,-86,-35,-18,-81,-78,31
28/04/2020,Kensington and Chelsea,E09000020,-88,-47,-59,-83,-81,34
29/04/2020,Kensington and Chelsea,E09000020,-86,-38,-35,-82,-79,33
30/04/2020,Kensington and Chelsea,E09000020,-88,-39,-45,-83,-80,34
01/05/2020,Kensington and Chelsea,E09000020,-87,-34,-29,-81,-78,33
02/05/2020,Kensington and Chelsea,E09000020,-89,-37,-15,-83,-59,NA
03/05/2020,Kensington and Chelsea,E09000020,-90,-41,-26,-84,-60,NA
04/05/2020,Kensington and Chelsea,E09000020,-85,-33,-6,-80,-78,31
05/05/2020,Kensington and Chelsea,E09000020,-85,-34,-9,-81,-78,31
06/05/2020,Kensington and Chelsea,E09000020,-84,-30,4,-80,-77,31
07/05/2020,Kensington and Chelsea,E09000020,-84,-28,4,-80,-77,31
08/05/2020,Kensington and Chelsea,E09000020,-86,-34,11,-84,-83,NA
09/05/2020,Kensington and Chelsea,E09000020,-88,-36,1,-82,-58,NA
10/05/2020,Kensington and Chelsea,E09000020,-91,-42,-33,-84,-59,NA
11/05/2020,Kensington and Chelsea,E09000020,-85,-31,-21,-79,-76,30
12/05/2020,Kensington and Chelsea,E09000020,-83,-29,-4,-79,-77,31
13/05/2020,Kensington and Chelsea,E09000020,-85,-31,-11,-80,-76,32
14/05/2020,Kensington and Chelsea,E09000020,-84,-26,-2,-78,-76,32
15/05/2020,Kensington and Chelsea,E09000020,-85,-27,4,-78,-75,31
16/05/2020,Kensington and Chelsea,E09000020,-88,-31,-7,-80,-55,NA
17/05/2020,Kensington and Chelsea,E09000020,-87,-29,28,-79,-53,NA
18/05/2020,Kensington and Chelsea,E09000020,-82,-22,26,-76,-74,28
19/05/2020,Kensington and Chelsea,E09000020,-81,-22,38,-78,-74,29
20/05/2020,Kensington and Chelsea,E09000020,-81,-21,47,-77,-73,28
21/05/2020,Kensington and Chelsea,E09000020,-82,-18,34,-77,-74,29
22/05/2020,Kensington and Chelsea,E09000020,-83,-21,11,-76,-72,30
23/05/2020,Kensington and Chelsea,E09000020,-88,-29,-12,-79,-51,NA
24/05/2020,Kensington and Chelsea,E09000020,-86,-25,34,-76,-49,NA
25/05/2020,Kensington and Chelsea,E09000020,-81,-26,80,-79,-84,NA
26/05/2020,Kensington and Chelsea,E09000020,-80,-20,45,-76,-72,26
27/05/2020,Kensington and Chelsea,E09000020,-81,-21,34,-76,-71,28
28/05/2020,Kensington and Chelsea,E09000020,-80,-16,44,-74,-72,28
29/05/2020,Kensington and Chelsea,E09000020,-81,-17,28,-73,-71,27
30/05/2020,Kensington and Chelsea,E09000020,-85,-24,28,-73,-40,NA
31/05/2020,Kensington and Chelsea,E09000020,-84,-22,48,-71,-40,NA
01/06/2020,Kensington and Chelsea,E09000020,-78,-13,33,-71,-70,25
02/06/2020,Kensington and Chelsea,E09000020,-78,-15,35,-73,-70,25
03/06/2020,Kensington and Chelsea,E09000020,-80,-23,-9,-73,-70,29
04/06/2020,Kensington and Chelsea,E09000020,-80,-19,-7,-73,-71,29
05/06/2020,Kensington and Chelsea,E09000020,-82,-20,-9,-72,-68,29
06/06/2020,Kensington and Chelsea,E09000020,-87,-33,-43,-76,-47,NA
07/06/2020,Kensington and Chelsea,E09000020,-85,-23,-1,-74,-41,NA
08/06/2020,Kensington and Chelsea,E09000020,-78,-15,12,-71,-68,26
09/06/2020,Kensington and Chelsea,E09000020,-77,-16,23,-72,-68,26
10/06/2020,Kensington and Chelsea,E09000020,-80,-24,-14,-73,-69,29
11/06/2020,Kensington and Chelsea,E09000020,-78,-18,2,-72,-69,29
12/06/2020,Kensington and Chelsea,E09000020,-80,-18,-5,-71,-67,28
13/06/2020,Kensington and Chelsea,E09000020,-82,-18,34,-72,-35,NA
14/06/2020,Kensington and Chelsea,E09000020,-82,-20,60,-72,-33,NA
15/06/2020,Kensington and Chelsea,E09000020,-72,-14,31,-68,-66,23
16/06/2020,Kensington and Chelsea,E09000020,-72,-13,23,-70,-66,25
17/06/2020,Kensington and Chelsea,E09000020,-75,-21,2,-71,-66,26
18/06/2020,Kensington and Chelsea,E09000020,-75,-16,-3,-70,-68,27
19/06/2020,Kensington and Chelsea,E09000020,-77,-11,7,-65,-65,25
20/06/2020,Kensington and Chelsea,E09000020,-79,-16,28,-69,-30,NA
21/06/2020,Kensington and Chelsea,E09000020,-80,-20,19,-72,-31,NA
22/06/2020,Kensington and Chelsea,E09000020,-71,-10,52,-66,-66,22
23/06/2020,Kensington and Chelsea,E09000020,-70,-10,54,-67,-66,23
24/06/2020,Kensington and Chelsea,E09000020,-72,-10,48,-66,-64,22
25/06/2020,Kensington and Chelsea,E09000020,-72,-4,46,-62,-64,22
26/06/2020,Kensington and Chelsea,E09000020,-73,-5,33,-61,-63,23
27/06/2020,Kensington and Chelsea,E09000020,-80,-21,-12,-69,-32,NA
28/06/2020,Kensington and Chelsea,E09000020,-77,-18,20,-68,-30,NA
29/06/2020,Kensington and Chelsea,E09000020,-70,-12,15,-65,-63,23
30/06/2020,Kensington and Chelsea,E09000020,-70,-14,0,-67,-63,25
01/07/2020,Kensington and Chelsea,E09000020,-70,-13,6,-65,-63,24
02/07/2020,Kensington and Chelsea,E09000020,-70,-13,9,-66,-64,24
03/07/2020,Kensington and Chelsea,E09000020,-71,-9,16,-63,-62,23
04/07/2020,Kensington and Chelsea,E09000020,-75,-22,-7,-68,-24,10
05/07/2020,Kensington and Chelsea,E09000020,-73,-17,36,-65,-25,NA
06/07/2020,Kensington and Chelsea,E09000020,-67,-14,23,-64,-63,21
07/07/2020,Kensington and Chelsea,E09000020,-66,-16,24,-65,-63,21
08/07/2020,Kensington and Chelsea,E09000020,-67,-18,1,-64,-62,23
09/07/2020,Kensington and Chelsea,E09000020,-67,-16,3,-65,-62,22
10/07/2020,Kensington and Chelsea,E09000020,-68,-12,15,-62,-60,20
11/07/2020,Kensington and Chelsea,E09000020,-73,-17,19,-64,-21,7
12/07/2020,Kensington and Chelsea,E09000020,-72,-14,55,-64,-15,NA
13/07/2020,Kensington and Chelsea,E09000020,-65,-12,32,-61,-62,18
14/07/2020,Kensington and Chelsea,E09000020,-63,-14,27,-65,-63,20
15/07/2020,Kensington and Chelsea,E09000020,-62,-17,12,-66,-61,20
16/07/2020,Kensington and Chelsea,E09000020,-60,-11,22,-64,-60,21
17/07/2020,Kensington and Chelsea,E09000020,-62,-11,36,-61,-58,17
18/07/2020,Kensington and Chelsea,E09000020,-69,-20,21,-64,-17,5
19/07/2020,Kensington and Chelsea,E09000020,-72,-23,-6,-66,-16,NA
20/07/2020,Kensington and Chelsea,E09000020,-60,-11,37,-63,-58,18
21/07/2020,Kensington and Chelsea,E09000020,-58,-14,36,-65,-59,19
22/07/2020,Kensington and Chelsea,E09000020,-60,-17,28,-64,-59,19
23/07/2020,Kensington and Chelsea,E09000020,-60,-13,23,-64,-60,19
24/07/2020,Kensington and Chelsea,E09000020,-64,-18,17,-61,-58,18
25/07/2020,Kensington and Chelsea,E09000020,-72,-30,-35,-65,-21,9
26/07/2020,Kensington and Chelsea,E09000020,-69,-25,4,-63,-15,NA
27/07/2020,Kensington and Chelsea,E09000020,-64,-22,-14,-64,-62,19
28/07/2020,Kensington and Chelsea,E09000020,-60,-18,16,-64,-61,19
29/07/2020,Kensington and Chelsea,E09000020,-58,-18,31,-62,-61,18
30/07/2020,Kensington and Chelsea,E09000020,-56,-15,37,-64,-62,17
31/07/2020,Kensington and Chelsea,E09000020,-61,-21,17,-62,-61,15
01/08/2020,Kensington and Chelsea,E09000020,-67,-25,12,-62,-19,4
02/08/2020,Kensington and Chelsea,E09000020,-67,-24,29,-62,-16,NA
03/08/2020,Kensington and Chelsea,E09000020,-56,-17,22,-62,-62,17
04/08/2020,Kensington and Chelsea,E09000020,-52,-19,23,-62,-63,17
05/08/2020,Kensington and Chelsea,E09000020,-52,-21,27,-61,-61,17
06/08/2020,Kensington and Chelsea,E09000020,-56,-15,19,-61,-61,18
07/08/2020,Kensington and Chelsea,E09000020,-61,-18,13,-61,-61,16
08/08/2020,Kensington and Chelsea,E09000020,-67,-25,6,-61,-21,5
09/08/2020,Kensington and Chelsea,E09000020,-66,-24,22,-59,-16,NA
10/08/2020,Kensington and Chelsea,E09000020,-52,-15,20,-58,-63,16
11/08/2020,Kensington and Chelsea,E09000020,-50,-19,13,-62,-62,16
12/08/2020,Kensington and Chelsea,E09000020,-48,-20,7,-62,-61,17
13/08/2020,Kensington and Chelsea,E09000020,-53,-17,2,-63,-62,19
14/08/2020,Kensington and Chelsea,E09000020,-56,-21,-13,-61,-61,18
15/08/2020,Kensington and Chelsea,E09000020,-64,-30,-25,-63,-24,7
16/08/2020,Kensington and Chelsea,E09000020,-63,-29,-5,-62,-15,NA
17/08/2020,Kensington and Chelsea,E09000020,-51,-24,NA,-59,-62,17
18/08/2020,Kensington and Chelsea,E09000020,-47,-23,NA,-63,-60,17
19/08/2020,Kensington and Chelsea,E09000020,-49,-31,NA,-62,-61,19
20/08/2020,Kensington and Chelsea,E09000020,-49,-13,NA,-61,-61,17
21/08/2020,Kensington and Chelsea,E09000020,-55,-19,NA,-59,-60,18
22/08/2020,Kensington and Chelsea,E09000020,-60,-24,NA,-57,NA,5
23/08/2020,Kensington and Chelsea,E09000020,-58,NA,NA,-59,NA,NA
24/08/2020,Kensington and Chelsea,E09000020,-45,-20,NA,-61,-62,16
25/08/2020,Kensington and Chelsea,E09000020,-45,-24,NA,-61,-62,18
26/08/2020,Kensington and Chelsea,E09000020,-36,-17,NA,-57,-60,16
27/08/2020,Kensington and Chelsea,E09000020,-48,-21,NA,-59,-62,18
28/08/2020,Kensington and Chelsea,E09000020,-50,-17,NA,-58,-60,17
29/08/2020,Kensington and Chelsea,E09000020,-59,-25,NA,-60,NA,5
30/08/2020,Kensington and Chelsea,E09000020,-54,NA,NA,-53,NA,NA
31/08/2020,Kensington and Chelsea,E09000020,-38,-27,NA,-65,-77,16
01/09/2020,Kensington and Chelsea,E09000020,-47,-12,NA,-58,-63,15
02/09/2020,Kensington and Chelsea,E09000020,-46,-14,NA,-57,-61,17
03/09/2020,Kensington and Chelsea,E09000020,-46,-12,NA,-57,-61,17
04/09/2020,Kensington and Chelsea,E09000020,-47,-11,NA,-55,-59,15
05/09/2020,Kensington and Chelsea,E09000020,-53,-16,NA,-59,NA,5
06/09/2020,Kensington and Chelsea,E09000020,-52,NA,NA,-58,NA,NA
07/09/2020,Kensington and Chelsea,E09000020,-49,-9,NA,-56,-60,15
08/09/2020,Kensington and Chelsea,E09000020,-46,-10,NA,-57,-60,14
09/09/2020,Kensington and Chelsea,E09000020,-44,-14,NA,-56,-58,15
10/09/2020,Kensington and Chelsea,E09000020,-42,-9,NA,-54,-58,14
11/09/2020,Kensington and Chelsea,E09000020,-45,-13,14,-52,-56,13
12/09/2020,Kensington and Chelsea,E09000020,-52,-16,7,-57,-21,4
13/09/2020,Kensington and Chelsea,E09000020,-51,-17,37,-53,-21,NA
14/09/2020,Kensington and Chelsea,E09000020,-48,-12,39,-54,-54,13
15/09/2020,Kensington and Chelsea,E09000020,-44,-12,33,-53,-55,14
16/09/2020,Kensington and Chelsea,E09000020,-42,-15,28,-54,-55,14
17/09/2020,Kensington and Chelsea,E09000020,-42,-10,36,-48,-55,14
18/09/2020,Kensington and Chelsea,E09000020,-45,-10,16,-51,-53,13
19/09/2020,Kensington and Chelsea,E09000020,-51,-13,8,-56,-26,4
20/09/2020,Kensington and Chelsea,E09000020,-49,-18,33,-54,-24,NA
21/09/2020,Kensington and Chelsea,E09000020,-46,-10,19,-52,-56,14
22/09/2020,Kensington and Chelsea,E09000020,-44,-9,23,-54,-55,14
23/09/2020,Kensington and Chelsea,E09000020,-45,-16,-11,-54,-54,16
24/09/2020,Kensington and Chelsea,E09000020,-43,-10,-8,-53,-53,16
25/09/2020,Kensington and Chelsea,E09000020,-45,-11,-9,-48,-52,15
26/09/2020,Kensington and Chelsea,E09000020,-50,-17,-19,-58,-20,6
27/09/2020,Kensington and Chelsea,E09000020,-52,-24,-23,-57,-24,6
28/09/2020,Kensington and Chelsea,E09000020,-46,-9,3,-54,-54,15
29/09/2020,Kensington and Chelsea,E09000020,-46,-13,-10,-54,-54,15
30/09/2020,Kensington and Chelsea,E09000020,-43,-16,-16,-53,-53,16
01/10/2020,Kensington and Chelsea,E09000020,-44,-10,-5,-54,-51,15
02/10/2020,Kensington and Chelsea,E09000020,-53,-19,-33,-52,-51,17
03/10/2020,Kensington and Chelsea,E09000020,-53,-16,-35,-54,-23,8
04/10/2020,Kensington and Chelsea,E09000020,-56,-31,-53,-61,-28,8
05/10/2020,Kensington and Chelsea,E09000020,-50,-10,-8,-53,-53,15
06/10/2020,Kensington and Chelsea,E09000020,-48,-11,-11,-56,-53,16
07/10/2020,Kensington and Chelsea,E09000020,-43,-12,-3,-54,-49,15
08/10/2020,Kensington and Chelsea,E09000020,-47,-14,-9,-54,-51,16
09/10/2020,Kensington and Chelsea,E09000020,-48,-12,-11,-51,-50,15
10/10/2020,Kensington and Chelsea,E09000020,-50,-15,-27,-56,-20,6
11/10/2020,Kensington and Chelsea,E09000020,-49,-18,1,-56,-22,5
12/10/2020,Kensington and Chelsea,E09000020,-53,-18,-22,-54,-52,16
13/10/2020,Kensington and Chelsea,E09000020,-51,-15,-24,-56,-52,16
14/10/2020,Kensington and Chelsea,E09000020,-44,-12,-12,-53,-48,16
15/10/2020,Kensington and Chelsea,E09000020,-45,-8,-7,-53,-50,16
16/10/2020,Kensington and Chelsea,E09000020,-46,-7,-8,-46,-48,15
17/10/2020,Kensington and Chelsea,E09000020,-53,-12,-24,-61,-22,8
18/10/2020,Kensington and Chelsea,E09000020,-51,-18,-11,-59,-23,7
19/10/2020,Kensington and Chelsea,E09000020,-48,-8,-3,-57,-53,16
20/10/2020,Kensington and Chelsea,E09000020,-47,-10,1,-57,-53,17
21/10/2020,Kensington and Chelsea,E09000020,-48,-18,-35,-57,-52,19
22/10/2020,Kensington and Chelsea,E09000020,-43,-5,3,-57,-52,17
23/10/2020,Kensington and Chelsea,E09000020,-46,-9,-4,-55,-52,17
24/10/2020,Kensington and Chelsea,E09000020,-51,-17,-34,-60,-19,8
25/10/2020,Kensington and Chelsea,E09000020,-45,-13,-10,-56,-19,6
26/10/2020,Kensington and Chelsea,E09000020,-41,-8,2,-57,-58,17
27/10/2020,Kensington and Chelsea,E09000020,-44,-16,-28,-58,-58,20
28/10/2020,Kensington and Chelsea,E09000020,-40,-12,-13,-56,-55,18
29/10/2020,Kensington and Chelsea,E09000020,-44,-14,-28,-58,-57,19
30/10/2020,Kensington and Chelsea,E09000020,-43,-9,-13,-51,-54,18
31/10/2020,Kensington and Chelsea,E09000020,-52,-16,-39,-64,-17,8
01/11/2020,Kensington and Chelsea,E09000020,-44,-15,-26,-60,-17,5
02/11/2020,Kensington and Chelsea,E09000020,-40,-7,-18,-51,-48,15
03/11/2020,Kensington and Chelsea,E09000020,-35,-6,-21,-51,-48,15
04/11/2020,Kensington and Chelsea,E09000020,-27,-2,11,-44,-45,13
05/11/2020,Kensington and Chelsea,E09000020,-71,-13,-18,-64,-59,23
06/11/2020,Kensington and Chelsea,E09000020,-74,-13,-18,-65,-57,24
07/11/2020,Kensington and Chelsea,E09000020,-79,-16,-3,-73,-36,15
08/11/2020,Kensington and Chelsea,E09000020,-79,-21,-5,-72,-42,13
09/11/2020,Kensington and Chelsea,E09000020,-71,-14,-11,-62,-58,22
10/11/2020,Kensington and Chelsea,E09000020,-69,-9,0,-63,-59,22
11/11/2020,Kensington and Chelsea,E09000020,-71,-10,-8,-62,-58,23
12/11/2020,Kensington and Chelsea,E09000020,-70,-8,1,-62,-58,23
13/11/2020,Kensington and Chelsea,E09000020,-73,-6,-6,-61,-57,23
14/11/2020,Kensington and Chelsea,E09000020,-83,-22,-48,-75,-42,17
15/11/2020,Kensington and Chelsea,E09000020,-79,-15,2,-67,-41,13
16/11/2020,Kensington and Chelsea,E09000020,-71,-10,-12,-63,-58,22
17/11/2020,Kensington and Chelsea,E09000020,-70,-8,-10,-63,-60,22
18/11/2020,Kensington and Chelsea,E09000020,-70,-11,-6,-64,-57,23
19/11/2020,Kensington and Chelsea,E09000020,-73,-10,-17,-63,-59,25
20/11/2020,Kensington and Chelsea,E09000020,-75,-8,-23,-62,-57,24
21/11/2020,Kensington and Chelsea,E09000020,-78,-11,-14,-68,-37,14
22/11/2020,Kensington and Chelsea,E09000020,-76,-8,14,-67,-37,11
23/11/2020,Kensington and Chelsea,E09000020,-70,-6,-10,-59,-58,22
24/11/2020,Kensington and Chelsea,E09000020,-69,-8,-2,-62,-58,22
25/11/2020,Kensington and Chelsea,E09000020,-70,-15,-13,-61,-57,23
26/11/2020,Kensington and Chelsea,E09000020,-71,-8,-11,-61,-57,23
27/11/2020,Kensington and Chelsea,E09000020,-73,-13,-17,-61,-56,23
28/11/2020,Kensington and Chelsea,E09000020,-77,-12,-25,-69,-35,14
29/11/2020,Kensington and Chelsea,E09000020,-79,-16,-11,-69,-36,12
30/11/2020,Kensington and Chelsea,E09000020,-69,-12,-16,-60,-56,21
01/12/2020,Kensington and Chelsea,E09000020,-67,-8,-6,-58,-56,21
02/12/2020,Kensington and Chelsea,E09000020,-57,-10,-16,-56,-48,18
03/12/2020,Kensington and Chelsea,E09000020,-59,-12,-34,-53,-51,19
04/12/2020,Kensington and Chelsea,E09000020,-56,-4,-31,-51,-47,18
05/12/2020,Kensington and Chelsea,E09000020,-57,-3,-26,-55,-20,8
06/12/2020,Kensington and Chelsea,E09000020,-58,-9,-22,-54,-20,7
07/12/2020,Kensington and Chelsea,E09000020,-55,-5,-26,-55,-52,17
08/12/2020,Kensington and Chelsea,E09000020,-54,-7,-25,-55,-51,18
09/12/2020,Kensington and Chelsea,E09000020,-54,-6,-21,-54,-49,18
10/12/2020,Kensington and Chelsea,E09000020,-53,-4,-17,-53,-51,17
11/12/2020,Kensington and Chelsea,E09000020,-54,-2,-19,-50,-50,17
12/12/2020,Kensington and Chelsea,E09000020,-57,-5,-27,-54,-12,7
13/12/2020,Kensington and Chelsea,E09000020,-60,-10,-40,-55,-18,8
14/12/2020,Kensington and Chelsea,E09000020,-54,-8,-30,-54,-54,17
15/12/2020,Kensington and Chelsea,E09000020,-45,-1,-9,-52,-52,15
16/12/2020,Kensington and Chelsea,E09000020,-65,-7,-24,-60,-54,20
17/12/2020,Kensington and Chelsea,E09000020,-62,2,-8,-60,-56,20
18/12/2020,Kensington and Chelsea,E09000020,-68,-1,-30,-61,-56,21
19/12/2020,Kensington and Chelsea,E09000020,-72,-5,-40,-67,-23,10
20/12/2020,Kensington and Chelsea,E09000020,-80,-8,-16,-71,-29,11
21/12/2020,Kensington and Chelsea,E09000020,-74,-1,-33,-69,-68,24
22/12/2020,Kensington and Chelsea,E09000020,-73,0,-28,-70,-69,24
23/12/2020,Kensington and Chelsea,E09000020,-74,8,-38,-73,-68,24
24/12/2020,Kensington and Chelsea,E09000020,-78,5,-37,-79,-73,24
25/12/2020,Kensington and Chelsea,E09000020,-95,-85,-51,-95,-85,33
26/12/2020,Kensington and Chelsea,E09000020,-91,-54,-52,-87,-51,17
27/12/2020,Kensington and Chelsea,E09000020,-84,-23,-23,-77,-36,12
28/12/2020,Kensington and Chelsea,E09000020,-82,-31,-39,-82,-80,29
29/12/2020,Kensington and Chelsea,E09000020,-78,-20,-41,-78,-73,27
30/12/2020,Kensington and Chelsea,E09000020,-77,-14,-30,-77,-71,27
31/12/2020,Kensington and Chelsea,E09000020,-80,-7,-45,-79,-73,27
01/01/2021,Kensington and Chelsea,E09000020,-91,-65,-56,-88,-83,34
02/01/2021,Kensington and Chelsea,E09000020,-86,-30,-34,-80,-36,17
